ISS_NUMOUT	INSTRUMENTID_FE	ISS_PRICE	UNDERLYINGID	MKT_TRDCLAUSE	MKT_SETTL_CONV	F_TAX_CREDIT	MKT_SETTL_TYPE	ORIGINAL_CURRENCY	RIC3	RIC1	RIC2	RIC0	ISSUERID	MKT_SETTL_PAYSHIFT	FIID	MKT_SETTLRULE	GUARANTOR	LOTSIZE1	LOTSIZE0	MARKET	CURRENCY	F_GUARANTED	SSL_SNAPSHOT_DATE	ISIN	DESCRIPTION	QUOTATION	ISS_NUM	F_QPERCENTAGE	UNDERLYINGID_FE	LEADMANAGER	ISS_DATE	SENIORITY	F_QDIRTY	SSL_FEID	SECURITY_DEATH	F_DIVIDEND_GEN_MODE	REF_DATE	CLEARING_CENTER_NAME
	ESPERION THERAPEUTICS INC		L_S_5a40314c-1f2e-11e9-a2d0-b3645e528b7a_ESPERION THERAPEUTICS INC_TBRX				Cash						0B7634_TBRX		L_S_5a40314c-1f2e-11e9-a2d0-b3645e528b7a_ESPERION THERAPEUTICS INC_TBRX				1.0000000000	 	USD		30200831.0000000000	US29664W1053	ESPERION THERAP		0		ESPERION THERAPEUTICS INC		20180124		0	TBRX			20200831	
	ALASKA AIR GROUP		L_S_5a4f8c6e-1f2e-11e9-a2d0-b3645e528b7a_ALASKA AIR GROUP_TBRX				Cash						0B5757_TBRX		L_S_5a4f8c6e-1f2e-11e9-a2d0-b3645e528b7a_ALASKA AIR GROUP_TBRX				1.0000000000	 	USD		30200831.0000000000	US0116591092	ALASKA AIR GROU		0		ALASKA AIR GROUP		20180118		0	TBRX			20200831	
	MONC		L_S_ef9f1bda-1f2a-11e9-a2d0-b3645e528b7a_MONC_TBRX				Cash						MONCLER_TBRX		L_S_ef9f1bda-1f2a-11e9-a2d0-b3645e528b7a_MONC_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0004965148	MONCLER		0		MONC		20131216		0	TBRX			20200831	
	AMERISOURCEBERGN		L_S_5a69334e-1f2e-11e9-a2d0-b3645e528b7a_AMERISOURCEBERGN_TBRX				Cash						0B9518_TBRX		L_S_5a69334e-1f2e-11e9-a2d0-b3645e528b7a_AMERISOURCEBERGN_TBRX				1.0000000000	 	USD		30200831.0000000000	US03073E1055	AMERISOURCEBERG		0		AMERISOURCEBERGN		20180118		0	TBRX			20200831	
	Coeur Mining Inc		L_S_5a3c55c2-1f2e-11e9-a2d0-b3645e528b7a_Coeur Mining Inc_TBRX				Cash						0A7951_TBRX		L_S_5a3c55c2-1f2e-11e9-a2d0-b3645e528b7a_Coeur Mining Inc_TBRX				1.0000000000	 	USD		30200831.0000000000	US1921085049	COEUR MINING OR		0		Coeur Mining Inc		20180124		0	TBRX			20200831	
	ISH S&P GSCI COM		L_S_24f9c2dc-514c-11e9-b8d0-ec23cf8de3db_ISH S&P GSCI COM_TBRX				Cash								L_S_24f9c2dc-514c-11e9-b8d0-ec23cf8de3db_ISH S&P GSCI COM_TBRX				1.0000000000	 	USD		30200831.0000000000	US46428R1077	ISH S&P GSCI COM		0		ISH S&P GSCI COM				0	TBRX			20200831	
	Smartsheet Inc		L_S_3669d5c7-391a-11ea-ef16-2cd8bc5167ac_Smartsheet Inc_TBRX				Cash								L_S_3669d5c7-391a-11ea-ef16-2cd8bc5167ac_Smartsheet Inc_TBRX				1.0000000000	 	USD		30200831.0000000000	US83200N1037			0		Smartsheet Inc				0	TBRX			20200831	
	NVR-U		L_S_5af042ee-1f2e-11e9-a2d0-b3645e528b7a_NOVARTIS N_TBRX				Cash						NOVARTIS_TBRX		L_S_ef9d6592-1f2a-11e9-a2d0-b3645e528b7a_NVR-U_TBRX				1.0000000000	 	EUR		30200831.0000000000	CH0012005267	NOVARTIS		0		NOVARTIS N		20011121		0	TBRX			20200831	
	SL		L_S_8ee6d892-1a73-11ea-831f-a6db3c870c3e_SL_TBRX				Cash						SANLORENZO_TBRX		L_S_8ee6d892-1a73-11ea-831f-a6db3c870c3e_SL_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0003549422	SANLORENZO		0		SL		20191210		0	TBRX			20200831	
	BRLIU		L_S_d6836c2a-b536-11ea-91a4-bbbbb8cb4493_BRLIU_TBRX				Cash								L_S_d6836c2a-b536-11ea-91a4-bbbbb8cb4493_BRLIU_TBRX				1.0000000000	 	USD		30200831.0000000000	VGG1643W1032			0		BRLIU				0	TBRX			20200831	
	DOB		L_S_efa073ea-1f2a-11e9-a2d0-b3645e528b7a_DOB_TBRX				Cash						DOBANK_TBRX		L_S_efa073ea-1f2a-11e9-a2d0-b3645e528b7a_DOB_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0001044996	DOBANK		0		DOB		20170714		0	TBRX			20200831	
	PBF Energy Inc		L_S_5ac8f1c6-1f2e-11e9-a2d0-b3645e528b7a_PBF Energy Inc_TBRX				Cash						0D0836_TBRX		L_S_5ac8f1c6-1f2e-11e9-a2d0-b3645e528b7a_PBF Energy Inc_TBRX				1.0000000000	 	USD		30200831.0000000000	US69318G1067	PBF ENERGY CL A		0		PBF Energy Inc		20180125		0	TBRX			20200831	
	DDAXK Spot		L_S_7d16f886-5151-11e9-b8d0-ec23cf8de3db_DIVDAX PR_TBRX				Cash								L_S_87983700-838a-11e9-bb43-ebb3a6db3c87_DDAXK Spot_TBRX				1.0000000000	 	EUR		30200831.0000000000	DE000A0C33C3	DDAXK Spot		0		DIVDAX PR				0	TBRX			20200831	
	VALLOUREC		L_S_6e4586a4-1f2b-11e9-a2d0-b3645e528b7a_VALLOUREC_TBRX				Cash						0A0683_TBRX		L_S_6e4586a4-1f2b-11e9-a2d0-b3645e528b7a_VALLOUREC_TBRX				1.0000000000	 	EUR		30200831.0000000000	FR0000120354	VALLOUREC		0		VALLOUREC		20101022		0	TBRX			20200831	
	OSRAM		L_S_efa354de-1f2a-11e9-a2d0-b3645e528b7a_OSRAM_TBRX				Cash						OSRAM LICHT_TBRX		L_S_efa354de-1f2a-11e9-a2d0-b3645e528b7a_OSRAM_TBRX				1.0000000000	 	EUR		30200831.0000000000	DE000LED4000	OSRAM LICHT		0		OSRAM		20130710		0	TBRX			20200831	
	Virtus Investment Partners Inc		L_S_b02c27e4-4690-11ea-aa30-26a51b335ab2_Virtus Investment Partners Inc_TBRX				Cash								L_S_b02c27e4-4690-11ea-aa30-26a51b335ab2_Virtus Investment Partners Inc_TBRX				1.0000000000	 	USD		30200831.0000000000	US92828Q1094			0		Virtus Investment Partners Inc				0	TBRX			20200831	
	INVSC QQQ S1		L_S_252155ea-514c-11e9-b8d0-ec23cf8de3db_INVSC QQQ S1_TBRX				Cash								L_S_252155ea-514c-11e9-b8d0-ec23cf8de3db_INVSC QQQ S1_TBRX				1.0000000000	 	USD		30200831.0000000000	US46090E1038	INVSC QQQ S1		0		INVSC QQQ S1				0	TBRX			20200831	
	Glaukos		L_S_058f2f86-1cf0-11ea-460e-8c12ac19b09b_Glaukos_TBRX				Cash								L_S_058f2f86-1cf0-11ea-460e-8c12ac19b09b_Glaukos_TBRX				1.0000000000	 	USD		30200831.0000000000	US3773221029			0		Glaukos				0	TBRX			20200831	
	FCA		L_S_ef9d4c92-1f2a-11e9-a2d0-b3645e528b7a_FCA_TBRX				Cash						FIAT CHRYSLER AUTOMOBILES_TBRX		L_S_ef9d4c92-1f2a-11e9-a2d0-b3645e528b7a_FCA_TBRX				1.0000000000	 	EUR		30200831.0000000000	NL0010877643	FIAT CHRYSLER AUTOMOBILES		0		FCA		20141013		0	TBRX			20200831	
	UBS GROUP N		L_S_5ab7647e-1f2e-11e9-a2d0-b3645e528b7a_UBS GROUP N_TBRX				Cash						0A8105_TBRX		L_S_5ab7647e-1f2e-11e9-a2d0-b3645e528b7a_UBS GROUP N_TBRX				1.0000000000	 	CHF		30200831.0000000000	CH0244767585	UBS GROUP N ORD		0		UBS GROUP N		20141128		0	TBRX			20200831	
	HEICO CORP		L_S_5abe10d0-1f2e-11e9-a2d0-b3645e528b7a_HEICO CORP_TBRX				Cash						0C7436_TBRX		L_S_5abe10d0-1f2e-11e9-a2d0-b3645e528b7a_HEICO CORP_TBRX				1.0000000000	 	USD		30200831.0000000000	US4228061093	HEICO ORD		0		HEICO CORP		20180124		0	TBRX			20200831	
	LYX FTSE ITALIA MID CAP - ITAMID		L_S_d0533972-ad5b-11e9-a010-dbedd71ff5a9_LYX FTSE ITALIA MID CAP - ITAMID_TBRX				Cash						MULTI UNITS FRANCE_TBRX		L_S_d0533972-ad5b-11e9-a010-dbedd71ff5a9_LYX FTSE ITALIA MID CAP - ITAMID_TBRX				1.0000000000	 	EUR		30200831.0000000000	FR0011758085	LYXOR FTSE IT MIDCAP PIR DR UCITS ETF AC		0		LYX FTSE ITALIA MID CAP - ITAMID		20140515		0	TBRX			20200831	
	Outfront Media Inc		L_S_a8c4b5d2-3d16-11ea-29eb-cbc66dd5ac8f_Outfront Media Inc_TBRX				Cash								L_S_a8c4b5d2-3d16-11ea-29eb-cbc66dd5ac8f_Outfront Media Inc_TBRX				1.0000000000	 	USD		30200831.0000000000	US69007J1060			0		Outfront Media Inc				0	TBRX			20200831	
	ARROW GLOBAL		L_S_5a7581ee-1f2e-11e9-a2d0-b3645e528b7a_ARROW GLOBAL_TBRX				Cash						ARARW_TBRX		L_S_5a7581ee-1f2e-11e9-a2d0-b3645e528b7a_ARROW GLOBAL_TBRX				1.0000000000	 	GBP		30200831.0000000000	GB00BDGTXM47	ARROW GLOBAL		0		ARROW GLOBAL		20131008		0	TBRX			20200831	
	ORACLE CORP EUR		L_S_5a96421c-1f2e-11e9-a2d0-b3645e528b7a_ORACLE CORP USD_TBRX				Cash						Oracle Corp._TBRX		L_S_e35aacc6-1f2b-11e9-a2d0-b3645e528b7a_ORACLE CORP EUR_TBRX				1.0000000000	 	EUR		30200831.0000000000	US68389X1054	ORACLE		0		ORACLE CORP USD		20000306		0	TBRX			20200831	
	Amneal Pharmaceuticals		L_S_2584bd06-514c-11e9-b8d0-ec23cf8de3db_Amneal Pharmaceuticals_TBRX				Cash								L_S_2584bd06-514c-11e9-b8d0-ec23cf8de3db_Amneal Pharmaceuticals_TBRX				1.0000000000	 	USD		30200831.0000000000	US03168L1052	AMNEAL PHRMCTCLS		0		Amneal Pharmaceuticals				0	TBRX			20200831	
	THYSSENKRUPP		L_S_efa1f576-1f2a-11e9-a2d0-b3645e528b7a_THYSSENKRUPP_TBRX				Cash						THYSSENKRUPP_TBRX		L_S_efa1f576-1f2a-11e9-a2d0-b3645e528b7a_THYSSENKRUPP_TBRX				1.0000000000	 	EUR		30200831.0000000000	DE0007500001	THYSSENKRUPP		0		THYSSENKRUPP		20020129		0	TBRX			20200831	
	QFTEC OLD		L_S_2c998580-20ba-11e9-ae50-47deb3124dc8_QFTEC OLD_TBRX				Cash								L_S_2c998580-20ba-11e9-ae50-47deb3124dc8_QFTEC OLD_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0003554349	QFTEC OLD		0		QFTEC OLD				0	TBRX			20200831	
	QFARI		L_S_ef9f94de-1f2a-11e9-a2d0-b3645e528b7a_QFARI_TBRX				Cash						AMUNDI REAL ESTATE ITALIA SGR_TBRX		L_S_ef9f94de-1f2a-11e9-a2d0-b3645e528b7a_QFARI_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0003017446	QF AMUNDI RE ITALIA		0		QFARI		20081110		0	TBRX			20200831	
	CORELOGIC		L_S_2504ae40-514c-11e9-b8d0-ec23cf8de3db_CORELOGIC_TBRX				Cash								L_S_2504ae40-514c-11e9-b8d0-ec23cf8de3db_CORELOGIC_TBRX				1.0000000000	 	USD		30200831.0000000000	US21871D1037	CORELOGIC		0		CORELOGIC				0	TBRX			20200831	
	VIPSHOP HOLD LTD		L_S_5a3c1922-1f2e-11e9-a2d0-b3645e528b7a_VIPSHOP HOLD LTD_TBRX				Cash						0B9817_TBRX		L_S_5a3c1922-1f2e-11e9-a2d0-b3645e528b7a_VIPSHOP HOLD LTD_TBRX				1.0000000000	 	USD		30200831.0000000000	US92763W1036	VIPSHOP HOLDGS		0		VIPSHOP HOLD LTD		20180124		0	TBRX			20200831	
	EPR PROPERTIES		L_S_2505e58a-514c-11e9-b8d0-ec23cf8de3db_EPR PROPERTIES_TBRX				Cash								L_S_2505e58a-514c-11e9-b8d0-ec23cf8de3db_EPR PROPERTIES_TBRX				1.0000000000	 	USD		30200831.0000000000	US26884U1097	EPR PROPERTIES		0		EPR PROPERTIES				0	TBRX			20200831	
	JOHNSON JOHNSON USD		L_S_5aff9a14-1f2e-11e9-a2d0-b3645e528b7a_JOHNSON JOHNSON USD_TBRX				Cash						0B4013_TBRX		L_S_5aff9a14-1f2e-11e9-a2d0-b3645e528b7a_JOHNSON JOHNSON USD_TBRX				1.0000000000	 	USD		30200831.0000000000	US4781601046	JOHNSON & JOHNS		0		JOHNSON JOHNSON USD		20180115		0	TBRX			20200831	
	Installed Building Products		L_S_35c454a8-788c-11e9-ac00-2fd762a393ef_Installed Building Products_TBRX				Cash								L_S_35c454a8-788c-11e9-ac00-2fd762a393ef_Installed Building Products_TBRX				1.0000000000	 	USD		30200831.0000000000	US45780R1014			0		Installed Building Products				0	TBRX			20200831	
	ISH RSL 2000		L_S_5a7d6512-1f2e-11e9-a2d0-b3645e528b7a_ISH RSL 2000_TBRX				Cash						0B6451_TBRX		L_S_5a7d6512-1f2e-11e9-a2d0-b3645e528b7a_ISH RSL 2000_TBRX				1.0000000000	 	USD		30200831.0000000000	US4642876555	ISHARES RUSSELL		0		ISH RSL 2000		20180124		0	TBRX			20200831	
	YELP INC		L_S_251510a0-514c-11e9-b8d0-ec23cf8de3db_YELP INC_TBRX				Cash								L_S_251510a0-514c-11e9-b8d0-ec23cf8de3db_YELP INC_TBRX				1.0000000000	 	USD		30200831.0000000000	US9858171054	YELP INC		0		YELP INC				0	TBRX			20200831	
	PIONEER NAT		L_S_5a6a1ce6-1f2e-11e9-a2d0-b3645e528b7a_PIONEER NAT_TBRX				Cash						0B6128_TBRX		L_S_5a6a1ce6-1f2e-11e9-a2d0-b3645e528b7a_PIONEER NAT_TBRX				1.0000000000	 	USD		30200831.0000000000	US7237871071	PIONEER NATURAL		0		PIONEER NAT		20180118		0	TBRX			20200831	
	EOG RESOURCES		L_S_5a880724-1f2e-11e9-a2d0-b3645e528b7a_EOG RESOURCES_TBRX				Cash						0C0116_TBRX		L_S_5a880724-1f2e-11e9-a2d0-b3645e528b7a_EOG RESOURCES_TBRX				1.0000000000	 	USD		30200831.0000000000	US26875P1012	EOG RESOURCES O		0		EOG RESOURCES		20180118		0	TBRX			20200831	
	IBM EUR		L_S_5a489350-1f2e-11e9-a2d0-b3645e528b7a_IBM USD_TBRX				Cash						International Business Machines Corp._TBRX		L_S_e35a3fde-1f2b-11e9-a2d0-b3645e528b7a_IBM EUR_TBRX				1.0000000000	 	EUR		30200831.0000000000	US4592001014	IBM		0		IBM USD		20000216		0	TBRX			20200831	
	Under Armour Inc		L_S_5afba71a-1f2e-11e9-a2d0-b3645e528b7a_Under Armour Inc_TBRX				Cash						0A7932_TBRX		L_S_5afba71a-1f2e-11e9-a2d0-b3645e528b7a_Under Armour Inc_TBRX				1.0000000000	 	USD		30200831.0000000000	US9043111072	UNDER ARMOUR CL		0		Under Armour Inc		20180118		0	TBRX			20200831	
	TEREX CORP		L_S_25125c48-514c-11e9-b8d0-ec23cf8de3db_TEREX CORP_TBRX				Cash								L_S_25125c48-514c-11e9-b8d0-ec23cf8de3db_TEREX CORP_TBRX				1.0000000000	 	USD		30200831.0000000000	US8807791038	TEREX CORP		0		TEREX CORP				0	TBRX			20200831	
	AIR		L_S_24af1334-322a-11ea-cbd3-f569ed533d96_AIR_TBRX				Cash								L_S_24af1334-322a-11ea-cbd3-f569ed533d96_AIR_TBRX				1.0000000000	 	USD		30200831.0000000000	US0003611052			0		AIR				0	TBRX			20200831	
	PROSUS		L_S_93a86efe-d388-11e9-92c0-30299d27d1bc_PROSUS_TBRX				Cash						Myriad International Holdings N.V._TBRX		L_S_93a86efe-d388-11e9-92c0-30299d27d1bc_PROSUS_TBRX				1.0000000000	 	EUR		30200831.0000000000	NL0013654783	PROSUS		0		PROSUS		20190918		0	TBRX			20200831	
	ALLEGHENY TECH		L_S_24ff2c54-514c-11e9-b8d0-ec23cf8de3db_ALLEGHENY TECH_TBRX				Cash								L_S_24ff2c54-514c-11e9-b8d0-ec23cf8de3db_ALLEGHENY TECH_TBRX				1.0000000000	 	USD		30200831.0000000000	US01741R1023	ALLEGHENY TECH		0		ALLEGHENY TECH				0	TBRX			20200831	
	INW		L_S_ef9cc48e-1f2a-11e9-a2d0-b3645e528b7a_INW_TBRX				Cash						INWIT_TBRX		L_S_ef9cc48e-1f2a-11e9-a2d0-b3645e528b7a_INW_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0005090300	INWIT		0		INW		20150622		0	TBRX			20200831	
	LBRTY GBL PLC A		L_S_5afbd4b0-1f2e-11e9-a2d0-b3645e528b7a_LBRTY GBL PLC A_TBRX				Cash						0C8924_TBRX		L_S_5afbd4b0-1f2e-11e9-a2d0-b3645e528b7a_LBRTY GBL PLC A_TBRX				1.0000000000	 	USD		30200831.0000000000	000000000000	LIBERTY GLOBAL		0		LBRTY GBL PLC A		20180115		0	TBRX			20200831	
	US		L_S_efa1970c-1f2a-11e9-a2d0-b3645e528b7a_US_TBRX				Cash						UNIPOLSAI_TBRX		L_S_efa1970c-1f2a-11e9-a2d0-b3645e528b7a_US_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0004827447	UNIPOLSAI		0		US		20081110		0	TBRX			20200831	
	ANTHEM INC		L_S_5b175d3e-1f2e-11e9-a2d0-b3645e528b7a_ANTHEM INC_TBRX				Cash						0B6300_TBRX		L_S_5b175d3e-1f2e-11e9-a2d0-b3645e528b7a_ANTHEM INC_TBRX				1.0000000000	 	USD		30200831.0000000000	US0367521038	ANTHEM ORD		0		ANTHEM INC		20180118		0	TBRX			20200831	
	TAKEAWAY		L_S_6e4bff20-1f2b-11e9-a2d0-b3645e528b7a_TAKEAWAY_TBRX				Cash						0A9298_TBRX		L_S_6e4bff20-1f2b-11e9-a2d0-b3645e528b7a_TAKEAWAY_TBRX				1.0000000000	 	EUR		30200831.0000000000	NL0012015705	TAKEAWAY		0		TAKEAWAY		20161010		0	TBRX			20200831	
	Hancock Whitney Corp		L_S_575b7de6-a2fb-11e9-a750-26b21923e0d9_Hancock Whitney Corp_TBRX				Cash								L_S_575b7de6-a2fb-11e9-a750-26b21923e0d9_Hancock Whitney Corp_TBRX				1.0000000000	 	USD		30200831.0000000000	US4101201097			0		Hancock Whitney Corp				0	TBRX			20200831	
	CAMDEN PROPERTY		L_S_25030edc-514c-11e9-b8d0-ec23cf8de3db_CAMDEN PROPERTY_TBRX				Cash								L_S_25030edc-514c-11e9-b8d0-ec23cf8de3db_CAMDEN PROPERTY_TBRX				1.0000000000	 	USD		30200831.0000000000	US1331311027	CAMDEN PROPERTY		0		CAMDEN PROPERTY				0	TBRX			20200831	
	VALARIS		L_S_5ab8bc5c-1f2e-11e9-a2d0-b3645e528b7a_VALARIS_TBRX				Cash						0B6294_TBRX		L_S_5ab8bc5c-1f2e-11e9-a2d0-b3645e528b7a_VALARIS_TBRX				1.0000000000	 	USD		30200831.0000000000	GB00BJVJZD68	ENSCO CL A ORD		0		VALARIS		20180124		0	TBRX			20200831	
	MARR		L_S_efa0c93a-1f2a-11e9-a2d0-b3645e528b7a_MARR_TBRX				Cash						MARR_TBRX		L_S_efa0c93a-1f2a-11e9-a2d0-b3645e528b7a_MARR_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0003428445	MARR		0		MARR		20081110		0	TBRX			20200831	
	STRAUMANN HLD N		L_S_5ae52076-1f2e-11e9-a2d0-b3645e528b7a_STRAUMANN HLD N_TBRX				Cash						0A7672_TBRX		L_S_5ae52076-1f2e-11e9-a2d0-b3645e528b7a_STRAUMANN HLD N_TBRX				1.0000000000	 	CHF		30200831.0000000000	CH0012280076	STRAUMANN HOLDI		0		STRAUMANN HLD N		20140305		0	TBRX			20200831	
	SG		L_S_efa077b4-1f2a-11e9-a2d0-b3645e528b7a_SG_TBRX				Cash						SAES GETTERS_TBRX		L_S_efa077b4-1f2a-11e9-a2d0-b3645e528b7a_SG_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0001029492	SAES GETTERS		0		SG		20081110		0	TBRX			20200831	
	CBOE		L_S_5b0df726-1f2e-11e9-a2d0-b3645e528b7a_CBOE_TBRX				Cash						0B7564_TBRX		L_S_5b0df726-1f2e-11e9-a2d0-b3645e528b7a_CBOE_TBRX				1.0000000000	 	USD		30200831.0000000000	US12503M1080	CBOE GLOBAL MAR		0		CBOE		20180115		0	TBRX			20200831	
	JUVE		L_S_ef9bfad6-1f2a-11e9-a2d0-b3645e528b7a_JUVE_TBRX				Cash						JUVENTUS FOOTBALL CLUB_TBRX		L_S_ef9bfad6-1f2a-11e9-a2d0-b3645e528b7a_JUVE_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0000336518	JUVENTUS FC		0		JUVE		20081110		0	TBRX			20200831	
