ASSETCLASS_DES	NEW_MTYPE	DESCRIPTION_EXT	FI_TYPE	NUMBEROFPHASES	INSTRUMENT_FE	ASSETCLASS	NEW_MGROUP	SSL_FEID	SEC_REFERENCE	F_ISLISTED	TYPOLOGY_DES	SEC_GROUP	DESCRIPTION	COMMENT1	COMMENT0	COMMENT2	ISSUERID	TYPE_DES	FIID	SEC_TYPE	PHASE	ISIN	GROUP_DES	INSTRUMENTID_FE	MTYPE	FAMILY_DES	NEW_MFAMILY	F_LABELCHG	SSL_SNAPSHOT_DATE	TYPOLOGY	MFAMILY	SEC_CATEGORY	REF_DATE	NEW_TYPOLOGY	STRUCTID_FE	INSTRUMENTNUM_FE	MGROUP	QUANTITYFACTOR
	Call		FI_OPTION	1.0000000000	EPC SX6P JUL25 C100 BOND		Options	TBRX		Y		Equities							O_5971660c-b1c1-11e9-85a0-6c935ab61161_EPC SX6P JUL25 C100 BOND | 29 JUL 25 | C | E | 325.1200000000_TBRX	Options	0.0000000000			EPC SX6P JUL25 C100 BOND | 29 JUL 25 | C | E | 325.1200000000			Equities		30200831		Equities	Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	LHA 202009 P 11		Options	TBRX		Y		Equities	LHA 202009 P 11						O_b8afd2b2-ddc1-11e9-9eb0-e7766f5ef7bc_LHA 202009 P 11 | 18 SEP 20 | P | A | 11.0000000000_TBRX	Options	0.0000000000	DE000C4G1166		LHA 202009 P 11 | 18 SEP 20 | P | A | 11.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	OPT_EP3 G SEPT20 CALL148 - 3889		Options	TBRX		Y		Equities							O_bb9f24c6-9e9d-11ea-a0a0-6b77645bee53_OPT_EP3 G SEPT20 CALL148 - 3889 | 25 SEP 20 | C | E | 16.1616000000_TBRX	Options	0.0000000000			OPT_EP3 G SEPT20 CALL148 - 3889 | 25 SEP 20 | C | E | 16.1616000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	TELADOC ORD		Equities	TBRX		Y		Equities	TELADOC ORD						L_S_5b0cc6c6-1f2e-11e9-a2d0-b3645e528b7a_TELADOC ORD_TBRX	Equities	0.0000000000	US87918A1051		TELADOC ORD			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	EPC G JUN21 PUT100 BOND IPB		Options	TBRX		Y		Equities							O_83c0a5f0-62b4-11e9-b160-4ad6f9df0bf5_EPC G JUN21 PUT100 BOND IPB | 29 JUN 21 | P | E | 14.6000000000_TBRX	Options	0.0000000000			EPC G JUN21 PUT100 BOND IPB | 29 JUN 21 | P | E | 14.6000000000			Equities		30200831		Equities	Put	20200831				Put	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	FAU		Equities	TBRX		Y		Equities	FAURECIA						L_S_6e45c74a-1f2b-11e9-a2d0-b3645e528b7a_FAU_TBRX	Equities	0.0000000000	FR0000121147		FAU			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Warrants Call		FI_OPTION	1.0000000000	I06078		Rights	TBRX		Y		Equities	BI CW CALL FTSE MIB 25500 E 180920						L_S_d3db079a-5211-11ea-8640-38c7f938b954_I06078_TBRX	Rights	0.0000000000	IT0005400145		I06078	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	BAY 202012 C 56		Options	TBRX		Y		Equities	BAY 202012 C 56						O_7b9f4f34-81d1-11e9-b010-3b20a323c5a3_BAY 202012 C 56 | 18 DEC 20 | C | A | 56.0000000000_TBRX	Options	0.0000000000	DE000C3Z7YX5		BAY 202012 C 56 | 18 DEC 20 | C | A | 56.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	SONOCO PROD		Equities	TBRX		Y		Equities	SONOCO PROD						L_S_25114e52-514c-11e9-b8d0-ec23cf8de3db_SONOCO PROD_TBRX	Equities	0.0000000000	US8354951027		SONOCO PROD			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	EPC ENEL JULY22 CALL100		Options	TBRX		Y		Equities							O_76f46ef6-62b4-11e9-b160-4ad6f9df0bf5_EPC ENEL JULY22 CALL100 | 07 JUL 22 | C | E | 4.8613000000_TBRX	Options	0.0000000000			EPC ENEL JULY22 CALL100 | 07 JUL 22 | C | E | 4.8613000000			Equities		30200831		Equities	Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	OPT_SX5E DEC21 P90 - 3683		Options	TBRX		Y		Equities							O_bb6f18e4-9e9d-11ea-a0a0-6b77645bee53_OPT_SX5E DEC21 P90 - 3683 | 21 FEB 22 | P | E | 2636.2440000000_TBRX	Options	0.0000000000			OPT_SX5E DEC21 P90 - 3683 | 21 FEB 22 | P | E | 2636.2440000000			Equities		30200831		Equities	Put	20200831				Put	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	MICHELIN		Equities	TBRX		Y		Equities	MICHELIN						L_S_6e45d258-1f2b-11e9-a2d0-b3645e528b7a_MICHELIN_TBRX	Equities	0.0000000000	FR0000121261		MICHELIN			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Warrants Call		FI_OPTION	1.0000000000	I06402		Rights	TBRX		Y		Equities	BI CW CALL BANCA MEDIOLANUM 6,6 E 071220						L_S_b3e32170-90e6-11ea-b430-b3e2b66d25c3_I06402_TBRX	Rights	0.0000000000	IT0005409559		I06402	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	OEXD 202012 C 100		Options	TBRX		Y		Equities	OEXD 202012 C 100						O_f37eaaf8-1f30-11e9-a2d0-b3645e528b7a_OEXD 202012 C 100 | 18 DEC 20 | C | E | 100.0000000000_TBRX	Options	0.0000000000	DE000C4TBXL5		OEXD 202012 C 100 | 18 DEC 20 | C | E | 100.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	FTE 202012 C 18		Options	TBRX		Y		Equities	FTE 202012 C 18						O_f470a556-1f30-11e9-a2d0-b3645e528b7a_FTE 202012 C 18 | 18 DEC 20 | C | A | 18.0000000000_TBRX	Options	0.0000000000	DE000C8BME84		FTE 202012 C 18 | 18 DEC 20 | C | A | 18.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	ENI R16 - INT DEAL - NEGR		Options	TBRX		N		Equities							O_c0d69754-7710-11e9-9400-98972329be46_ENI R16 - INT DEAL - NEGR | 17 JUN 22 | P | A | 16.0000000000_TBRX	Options	0.0000000000			ENI R16 - INT DEAL - NEGR | 17 JUN 22 | P | A | 16.0000000000			Equities		30200831		Equities	Put	20200831			25477184	Put	
	Call		FI_OPTION	1.0000000000	BAY 202106 C 92		Options	TBRX		Y		Equities	BAY 202106 C 92						O_f5f70b2c-1f30-11e9-a2d0-b3645e528b7a_BAY 202106 C 92 | 18 JUN 21 | C | A | 92.0000000000_TBRX	Options	0.0000000000	DE000C2F4V94		BAY 202106 C 92 | 18 JUN 21 | C | A | 92.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	ZUORA CL A ORD		Equities	TBRX		Y		Equities	ZUORA CL A ORD						L_S_5a6ba80e-1f2e-11e9-a2d0-b3645e528b7a_ZUORA CL A ORD_TBRX	Equities	0.0000000000	US98983V1061		ZUORA CL A ORD			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	MB0I7.40		Options	TBRX		Y		Equities	MB0I7.40						O_3268d0d2-e5a5-11e9-80e0-42d88dbc676c_MB0I7.40 | 18 SEP 20 | C | A | 7.4000000000_TBRX	Options	0.0000000000	IT0016099761		MB0I7.40 | 18 SEP 20 | C | A | 7.4000000000			Equities		30200831		Equities	Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	FCA0U11.50		Options	TBRX		Y		Equities	FCA0U11.50						O_88b1d792-ddc9-11e9-9eb0-e7766f5ef7bc_FCA0U11.50 | 18 SEP 20 | P | A | 11.5000000000_TBRX	Options	0.0000000000	IT0016050202		FCA0U11.50 | 18 SEP 20 | P | A | 11.5000000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	SX5E MAR22 CALL50 OTC - EPSILON MAR26		Options	TBRX		N		Equities							O_bf062160-7710-11e9-9400-98972329be46_SX5E MAR22 CALL50 OTC - EPSILON MAR26 | 14 MAR 22 | C | E | 1717.0000000000_TBRX	Options	0.0000000000			SX5E MAR22 CALL50 OTC - EPSILON MAR26 | 14 MAR 22 | C | E | 1717.0000000000			Equities		30200831		Equities	Call	20200831			27168665	Call	
	Put		FI_OPTION	1.0000000000	FCA0X12.50		Options	TBRX		Y		Equities	FCA0X12.50						O_ff9bdd90-2553-11ea-af50-2dba816f6810_FCA0X12.50 | 18 DEC 20 | P | A | 12.5000000000_TBRX	Options	0.0000000000	IT0016334523		FCA0X12.50 | 18 DEC 20 | P | A | 12.5000000000			Equities		30200831		Equities	Put	20200831				Put	
	Put		FI_OPTION	1.0000000000	OESX 202206 P 3350		Options	TBRX		Y		Equities	OESX 202206 P 3350						O_b6c52372-963f-11e9-a180-91725b79faed_OESX 202206 P 3350 | 17 JUN 22 | P | E | 3350.0000000000_TBRX	Options	0.0000000000	DE000C362WF5		OESX 202206 P 3350 | 17 JUN 22 | P | E | 3350.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	SRS0L0.85		Options	TBRX		Y		Equities	SRS0L0.85						O_235cc810-3db0-11ea-a6b0-c31b2947a591_SRS0L0.85 | 18 DEC 20 | C | A | .8500000000_TBRX	Options	0.0000000000	IT0016455542		SRS0L0.85 | 18 DEC 20 | C | A | .8500000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	LVMH		Equities	TBRX		Y		Equities	LVMH						L_S_efa01314-1f2a-11e9-a2d0-b3645e528b7a_LVMH_TBRX	Equities	0.0000000000	FR0000121014		LVMH			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	ALTABA		Equities	TBRX		Y		Equities	ALTABA						L_S_ef9c1868-1f2a-11e9-a2d0-b3645e528b7a_ALTABA_TBRX	Equities	0.0000000000	US0213461017		ALTABA			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	CELANESE		Equities	TBRX		Y		Equities	CELANESE SR A O						L_S_5a7eaeae-1f2e-11e9-a2d0-b3645e528b7a_CELANESE_TBRX	Equities	0.0000000000	US1508701034		CELANESE			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Warrants Call		FI_OPTION	1.0000000000	I06147		Rights	TBRX		Y		Equities	BI CW CALL ENI 15,5 E 070920						L_S_d3c52cfe-5211-11ea-8640-38c7f938b954_I06147_TBRX	Rights	0.0000000000	IT0005400798		I06147	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	NETAPP INC		Equities	TBRX		Y		Equities	NETAPP ORD						L_S_5ae6d416-1f2e-11e9-a2d0-b3645e528b7a_NETAPP INC_TBRX	Equities	0.0000000000	US64110D1046		NETAPP INC			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	SD3E JAN23 C100 BOND		Options	TBRX		Y		Equities							O_8148b542-62b4-11e9-b160-4ad6f9df0bf5_SD3E JAN23 C100 BOND | 27 JAN 23 | C | E | 1982.8200000000_TBRX	Options	0.0000000000			SD3E JAN23 C100 BOND | 27 JAN 23 | C | E | 1982.8200000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	DIB		Equities	TBRX		Y		Equities	DIGITAL BROS						L_S_efa47d50-1f2a-11e9-a2d0-b3645e528b7a_DIB_TBRX	Equities	0.0000000000	IT0001469995		DIB			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	MIBO0V20500		Options	TBRX		Y		Equities	MIBO0V20500						O_3ef1143e-ca4e-11ea-bfb0-7047c6039bd4_MIBO0V20500 | 16 OCT 20 | P | E | 20500.0000000000_TBRX	Options	0.0000000000	IT0017263556		MIBO0V20500 | 16 OCT 20 | P | E | 20500.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Combined Instruments		FI_OPTION	1.0000000000	EP SD3E MAR26 FID		Miscellaneous	TBRX		Y		Equities							L_S_4ce5bcc4-e59e-11e9-8320-5149c5b639d8_EP SD3E MAR26 FID_TBRX	Miscellaneous	0.0000000000	XS2041013702		EP SD3E MAR26 FID			Equities		30200831		Equities	Combined Instruments	20200831				Composite	
	Units		FI_EQUITY	1.0000000000	3150EUE ITA		Equities	TBRX		Y		Equities	ISHARESCOREEUROSTOXX50??(DIST) UCITS ETF						L_S_d03e0016-ad5b-11e9-a010-dbedd71ff5a9_3150EUE ITA_TBRX	Equities	0.0000000000	IE0008471009		3150EUE ITA			Equities		30200831		Equities	Units	20200831				Spot	
	Warrants Call		FI_OPTION	1.0000000000	I06512		Rights	TBRX		Y		Equities	BI CW CALL UNICREDIT 7,4 E 070920						L_S_b3e99c08-90e6-11ea-b430-b3e2b66d25c3_I06512_TBRX	Rights	0.0000000000	IT0005410656		I06512	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	ALKERMES PLC		Equities	TBRX		Y		Equities	ALKERMES PLC						L_S_25195c28-514c-11e9-b8d0-ec23cf8de3db_ALKERMES PLC_TBRX	Equities	0.0000000000	000000000000		ALKERMES PLC			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	EP3 SXDP SEPT20 BDT PUT 100 BOND		Options	TBRX		Y		Equities							O_822fb29f-62b4-11e9-b160-4ad6f9df0bf5_EP3 SXDP SEPT20 BDT PUT 100 BOND | 23 SEP 20 | P | E | 740.8100000000_TBRX	Options	0.0000000000			EP3 SXDP SEPT20 BDT PUT 100 BOND | 23 SEP 20 | P | E | 740.8100000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	OPT_EP CED SX5E FEB26 C50 6Y - 4866		Options	TBRX		Y		Equities							O_bc4d2094-9e9d-11ea-a0a0-6b77645bee53_OPT_EP CED SX5E FEB26 C50 6Y - 4866 | 18 FEB 25 | C | E | 1637.0000000000_TBRX	Options	0.0000000000			OPT_EP CED SX5E FEB26 C50 6Y - 4866 | 18 FEB 25 | C | E | 1637.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	CLOUDERA INC		Equities	TBRX		Y		Equities	CLOUDERA ORD						L_S_5a98c8f2-1f2e-11e9-a2d0-b3645e528b7a_CLOUDERA INC_TBRX	Equities	0.0000000000	US18914U1007		CLOUDERA INC			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	0_EUR_SELDIV C 2042.04 26 - 5681		Options	TBRX		Y		Equities							O_e941a41a-a3ea-11ea-a680-738491c6e588_0_EUR_SELDIV C 2042.04 26 - 5681 | 27 MAY 26 | C | E | 2042.0400000000_TBRX	Options	0.0000000000			0_EUR_SELDIV C 2042.04 26 - 5681 | 27 MAY 26 | C | E | 2042.0400000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	REC		Equities	TBRX		Y		Equities	RECORDATI ORD						L_S_efa24d8c-1f2a-11e9-a2d0-b3645e528b7a_REC_TBRX	Equities	0.0000000000	IT0003828271		REC			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	OESX 202512 P 2000		Options	TBRX		Y		Equities	OESX 202512 P 2000						O_f95e79f8-1f30-11e9-a2d0-b3645e528b7a_OESX 202512 P 2000 | 19 DEC 25 | P | E | 2000.0000000000_TBRX	Options	0.0000000000	DE000P8EBY74		OESX 202512 P 2000 | 19 DEC 25 | P | E | 2000.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	OESX 202206 C 4000		Options	TBRX		Y		Equities	OESX 202206 C 4000						O_b6c5eb36-963f-11e9-a180-91725b79faed_OESX 202206 C 4000 | 17 JUN 22 | C | E | 4000.0000000000_TBRX	Options	0.0000000000	DE000C362X64		OESX 202206 C 4000 | 17 JUN 22 | C | E | 4000.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	OPT_SX5E NOV23 P80 CREDEM - 5003		Options	TBRX		Y		Equities							O_be291cac-b094-11ea-bdb0-f7127f36688c_OPT_SX5E NOV23 P80 CREDEM - 5003 | 13 NOV 23 | P | E | 2708.6240000000_TBRX	Options	0.0000000000			OPT_SX5E NOV23 P80 CREDEM - 5003 | 13 NOV 23 | P | E | 2708.6240000000			Equities		30200831		Equities	Put	20200831				Put	
	Put		FI_OPTION	1.0000000000	SX5E NOV23 P80 CREDEM		Options	TBRX		Y		Equities							O_bf0c2dee-7710-11e9-9400-98972329be46_SX5E NOV23 P80 CREDEM | 13 NOV 23 | P | E | 2708.6240000000_TBRX	Options	0.0000000000			SX5E NOV23 P80 CREDEM | 13 NOV 23 | P | E | 2708.6240000000			Equities		30200831		Equities	Put	20200831				Put	
	Warrants Call		FI_OPTION	1.0000000000	I06488		Rights	TBRX		Y		Equities	BI CW CALL SAIPEM 2,8 E 070920						L_S_b3afc8fc-90e6-11ea-b430-b3e2b66d25c3_I06488_TBRX	Rights	0.0000000000	IT0005410417		I06488	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	OEDV 202312 C 1900		Options	TBRX		Y		Equities	OEDV 202312 C 1900						O_ff76b170-1f30-11e9-a2d0-b3645e528b7a_OEDV 202312 C 1900 | 15 DEC 23 | C | E | 1900.0000000000_TBRX	Options	0.0000000000	DE000C23RW46		OEDV 202312 C 1900 | 15 DEC 23 | C | E | 1900.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	SX5E JAN24 P100 BOND		Options	TBRX		Y		Equities							O_7e7e8a1c-62b4-11e9-b160-4ad6f9df0bf5_SX5E JAN24 P100 BOND | 24 JAN 24 | P | E | 3159.4300000000_TBRX	Options	0.0000000000			SX5E JAN24 P100 BOND | 24 JAN 24 | P | E | 3159.4300000000			Equities		30200831		Equities	Put	20200831				Put	
	Put		FI_OPTION	1.0000000000	EP CED SX5E FEB26 P100 BOND		Options	TBRX		Y		Equities							O_817e6f5c-62b4-11e9-b160-4ad6f9df0bf5_EP CED SX5E FEB26 P100 BOND | 18 FEB 26 | P | E | 3270.5500000000_TBRX	Options	0.0000000000			EP CED SX5E FEB26 P100 BOND | 18 FEB 26 | P | E | 3270.5500000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	G0L16		Options	TBRX		Y		Equities	G0L16						O_4cf41bd2-1f30-11e9-a2d0-b3645e528b7a_G0L16 | 18 DEC 20 | C | A | 16.0000000000_TBRX	Options	0.0000000000	IT0014337296		G0L16 | 18 DEC 20 | C | A | 16.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	IBE FEB23 CALL 3.691 OTC - EPSILON		Options	TBRX		N		Equities							O_c10e9c6c-7710-11e9-9400-98972329be46_IBE FEB23 CALL 3.691 OTC - EPSILON | 13 FEB 23 | C | E | 3.6910000000_TBRX	Options	0.0000000000			IBE FEB23 CALL 3.691 OTC - EPSILON | 13 FEB 23 | C | E | 3.6910000000			Equities		30200831		Equities	Call	20200831			26854837	Call	
	Call		FI_OPTION	1.0000000000	G MAR25 CALL 8.435 OTC - EPSILON		Options	TBRX		N		Equities							O_bc52e610-7710-11e9-9400-98972329be46_G MAR25 CALL 8.435 OTC - EPSILON | 13 MAR 25 | C | E | 8.4350000000_TBRX	Options	0.0000000000			G MAR25 CALL 8.435 OTC - EPSILON | 13 MAR 25 | C | E | 8.4350000000			Equities		30200831		Equities	Call	20200831			27161313	Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	GOLDM SACHS GRP USD		Equities	TBRX		Y		Equities	GOLDMAN SACHS G						L_S_5ae37dc0-1f2e-11e9-a2d0-b3645e528b7a_GOLDM SACHS GRP USD_TBRX	Equities	0.0000000000	US38141G1040		GOLDM SACHS GRP USD			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	Chuy		Equities	TBRX		Y		Equities							L_S_38e989a2-856d-11ea-b7e8-9b0947f592a0_Chuy_TBRX	Equities	0.0000000000	US1716041017		Chuy			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	SX5E MAR26 CALL50 OTC - EPSILON MAR26		Options	TBRX		N		Equities							O_bf05a7bc-7710-11e9-9400-98972329be46_SX5E MAR26 CALL50 OTC - EPSILON MAR26 | 13 MAR 26 | C | E | 1717.0000000000_TBRX	Options	0.0000000000			SX5E MAR26 CALL50 OTC - EPSILON MAR26 | 13 MAR 26 | C | E | 1717.0000000000			Equities		30200831		Equities	Call	20200831			27168653	Call	
	Call		FI_OPTION	1.0000000000	OPT_SD3E JUN19 BDT C66.66 2Y - 5060		Options	TBRX		Y		Equities							O_bc748184-9e9d-11ea-a0a0-6b77645bee53_OPT_SD3E JUN19 BDT C66.66 2Y - 5060 | 22 JUN 21 | C | E | 1277.9600000000_TBRX	Options	0.0000000000			OPT_SD3E JUN19 BDT C66.66 2Y - 5060 | 22 JUN 21 | C | E | 1277.9600000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	WOLVERINE WW INC		Equities	TBRX		Y		Equities	WOLVERINE WW INC						L_S_2514eb0c-514c-11e9-b8d0-ec23cf8de3db_WOLVERINE WW INC_TBRX	Equities	0.0000000000	US9780971035		WOLVERINE WW INC			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	MIBO1O18000		Options	TBRX		Y		Equities	MIBO1O18000						O_e996a210-6cd3-11ea-a480-53318575c5c6_MIBO1O18000 | 19 MAR 21 | P | E | 18000.0000000000_TBRX	Options	0.0000000000	IT0016800051		MIBO1O18000 | 19 MAR 21 | P | E | 18000.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	TIT0L0.40		Options	TBRX		Y		Equities	TIT0L0.40						O_4bf00228-1f30-11e9-a2d0-b3645e528b7a_TIT0L0.40 | 18 DEC 20 | C | A | .4000000000_TBRX	Options	0.0000000000	IT0014336496		TIT0L0.40 | 18 DEC 20 | C | A | .4000000000			Equities		30200831		Equities	Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	OPT_SX5E OCT22 PATM - 3893		Options	TBRX		Y		Equities							O_bba3fd16-9e9d-11ea-a0a0-6b77645bee53_OPT_SX5E OCT22 PATM - 3893 | 14 OCT 22 | P | E | 3008.7200000000_TBRX	Options	0.0000000000			OPT_SX5E OCT22 PATM - 3893 | 14 OCT 22 | P | E | 3008.7200000000			Equities		30200831		Equities	Put	20200831				Put	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	EVOLUS ORD		Equities	TBRX		Y		Equities	EVOLUS ORD						L_S_5a7c005a-1f2e-11e9-a2d0-b3645e528b7a_EVOLUS ORD_TBRX	Equities	0.0000000000	US30052C1071		EVOLUS ORD			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	OESX 202112 P 3700		Options	TBRX		Y		Equities	OESX 202112 P 3700						O_f44a9fd2-1f30-11e9-a2d0-b3645e528b7a_OESX 202112 P 3700 | 17 DEC 21 | P | E | 3700.0000000000_TBRX	Options	0.0000000000	DE000P94CEW8		OESX 202112 P 3700 | 17 DEC 21 | P | E | 3700.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Put		FI_OPTION	1.0000000000	TITR0U0.385		Options	TBRX		Y		Equities	TITR0U0.385						O_aba6e7b8-e2a7-11ea-88e0-76012705c10a_TITR0U0.385 | 18 SEP 20 | P | A | .3850000000_TBRX	Options	0.0000000000	IT0017314573		TITR0U0.385 | 18 SEP 20 | P | A | .3850000000			Equities		30200831		Equities	Put	20200831				Put	
	Warrants Call		FI_OPTION	1.0000000000	I06089		Rights	TBRX		Y		Equities	BI CW CALL BMW 80 E 071220						L_S_d393c11e-5211-11ea-8640-38c7f938b954_I06089_TBRX	Rights	0.0000000000	IT0005400590		I06089	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	OPT_SX5E APR22 CATM - 3727		Options	TBRX		Y		Equities							O_bb77c3c2-9e9d-11ea-a0a0-6b77645bee53_OPT_SX5E APR22 CATM - 3727 | 28 APR 22 | C | E | 3028.2100000000_TBRX	Options	0.0000000000			OPT_SX5E APR22 CATM - 3727 | 28 APR 22 | C | E | 3028.2100000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	Ollin		Equities	TBRX		Y		Equities							L_S_84b692b0-ac8a-11e9-9c70-2a4d23278022_Ollin_TBRX	Equities	0.0000000000	US6806652052		Ollin			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	SX5E MAR24 CALL50 OTC - EPSILON MAR26		Options	TBRX		N		Equities							O_bf068bfa-7710-11e9-9400-98972329be46_SX5E MAR24 CALL50 OTC - EPSILON MAR26 | 13 MAR 24 | C | E | 1717.0000000000_TBRX	Options	0.0000000000			SX5E MAR24 CALL50 OTC - EPSILON MAR26 | 13 MAR 24 | C | E | 1717.0000000000			Equities		30200831		Equities	Call	20200831			27168674	Call	
	Call		FI_OPTION	1.0000000000	G1F13		Options	TBRX		Y		Equities	G1F13						O_4c11fae0-1f30-11e9-a2d0-b3645e528b7a_G1F13 | 18 JUN 21 | C | A | 13.0000000000_TBRX	Options	0.0000000000	IT0014745142		G1F13 | 18 JUN 21 | C | A | 13.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	G0X12		Options	TBRX		Y		Equities	G0X12						O_4cf90548-1f30-11e9-a2d0-b3645e528b7a_G0X12 | 18 DEC 20 | P | A | 12.0000000000_TBRX	Options	0.0000000000	IT0014337569		G0X12 | 18 DEC 20 | P | A | 12.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	0_DJ_HLT C 924.88 25 - 5769		Options	TBRX		Y		Equities							O_298bcee2-c20e-11ea-b160-7d1a56fc20bf_0_DJ_HLT C 924.88 25 - 5769 | 08 JUL 25 | C | E | 924.8800000000_TBRX	Options	0.0000000000			0_DJ_HLT C 924.88 25 - 5769 | 08 JUL 25 | C | E | 924.8800000000			Equities		30200831		Equities	Call	20200831				Call	
	Warrants Call		FI_OPTION	1.0000000000	I06370		Rights	TBRX		Y		Equities	BI CW CALL GENERALI ASS 14,5 E 071220						L_S_b3f63792-90e6-11ea-b430-b3e2b66d25c3_I06370_TBRX	Rights	0.0000000000	IT0005409237		I06370	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
