Bof_20200828
ASK	BID	CAPITALFACTOR	CLEANPRICE	CLOSING_ASK	CLOSING_BID	CLOSING_MID	CLOSINGPRICE_DATE	CLOSINGPRICE_TIME	CURRENCY	DIRTYPRICE	F_QDIRTY	INSTRUMENT_FE	INSTRUMENTID_FE	MARKET	MID	PVBP	REALTIME_DATE	REALTIME_TIME	REF_DATE	ROUNDFIGURES	SEC_CATEGORY	SEC_GROUP	SEC_TYPE	SETTLEMENT_DATE	TH_PRICE_FUT	VALUATION_MODE	ZSPREAD	TBRICKS_INSTRUMENT_ID	TH_PRICE
23.63	23.61			23.62	23.62	23.62	2020-08-28	17:15	USD			YELP INC	YELP INC	XNYS	23.619999999999997				2020-08-28		Common/Ordinary shares	Equities	Equities			0		251510a0-514c-11e9-b8d0-ec23cf8de3db	23.619999999999997
86.38	86.36			87.64	87.64	87.64	2020-08-28	17:15	EUR			HENKEL	HENKEL	XETR	86.37				2020-08-28		Common/Ordinary shares	Equities	Equities			0		ef9df2d2-1f2a-11e9-a2d0-b3645e528b7a	86.37
2.728	2.698			2.572	2.572	2.572	2020-08-28	17:15	EUR			FCA0X12	FCA0X12 | 18 DEC 20 | P | A | 12.0000000000	XDMI	2.713				2020-08-28		Put	Equities	Options		9.39652101278248	0		4cdd09ec-1f30-11e9-a2d0-b3645e528b7a	2.7210005202419625
2.78	2.77			2.8000000000000003	2.8000000000000003	2.8000000000000003	2020-08-28	17:15	USD			MFA Financial 	MFA Financial 	XNYS	2.775				2020-08-28		Common/Ordinary shares	Equities	Equities			0		a8877637-62f9-11ea-1b75-a65fc2c3ea9a	2.775
62.779999999999994	62.66			62.709999999999994	62.709999999999994	62.709999999999994	2020-08-28	17:15	USD			NEW RELIC INC	NEW RELIC INC	XNYS	62.72				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5b008c94-1f2e-11e9-a2d0-b3645e528b7a	62.72
0.12	0.05			0.11	0.11	0.11	2020-08-28	17:15	EUR			SAP 202009 P 100	SAP 202009 P 100 | 18 SEP 20 | P | A | 100.0000000000	XEUR	0.08499999999999999				2020-08-28		Put	Equities	Options		140.09796582635857	0		b926f6d0-ddc1-11e9-9eb0-e7766f5ef7bc	0.06641605796212299
0.009000000000000001	0.006			0.0085	0.0085	0.0085	2020-08-28	17:15	EUR			TITR0I0.42	TITR0I0.42 | 18 SEP 20 | C | A | .4200000000	XDMI	0.007500000000000001				2020-08-28		Call	Equities	Options		0.3997585929898629	0		88571f64-ddc9-11e9-9eb0-e7766f5ef7bc	0.007459056476903903
21.669999999999998	21.599999999999998			21.6	21.6	21.6	2020-08-28	17:15	USD			CORE LABORATORIES	CORE LABORATORIES	XNYS	21.634999999999998				2020-08-28		Common/Ordinary shares	Equities	Equities			0		f83e97ed-2d70-11ea-f47a-e4f7cfc1999a	21.634999999999998
1634.4299999999998	1632.9299999999998			1628.52	1628.52	1628.52	2020-08-28	17:15	USD			ALPHABET INC A USD	ALPHABET INC A USD	XNAS	1633.6799999999998				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5aaeba40-1f2e-11e9-a2d0-b3645e528b7a	1633.6799999999998
21.95	21.900000000000002			22.25	22.25	22.25	2020-08-28	17:15	EUR			ELN	ELN	MTAA	21.925				2020-08-28		Common/Ordinary shares	Equities	Equities			0		efa054fa-1f2a-11e9-a2d0-b3645e528b7a	21.925
0.0285	0.0235			0.030000000000000002	0.030000000000000002	0.030000000000000002	2020-08-28	17:15	EUR			I06395	I06395	SEDX	0.026000000000000002				2020-08-28		Warrants Call	Equities	Rights		16.472998780588636	0		b3c59f9c-90e6-11ea-b430-b3e2b66d25c3	0.018600942836197756
2.76	2.72			2.78	2.78	2.78	2020-08-28	17:15	EUR			AXA 202012 P 20	AXA 202012 P 20 | 18 DEC 20 | P | A | 20.0000000000	XEUR	2.74				2020-08-28		Put	Equities	Options		17.488566187914795	0		f46450b2-1f30-11e9-a2d0-b3645e528b7a	2.7018232943170384
26.1	25.9			25.9	25.9	25.9	2020-08-28	17:15	EUR			ILM1	ILM1	XETR	26				2020-08-28		Common/Ordinary shares	Equities	Equities			0		e335316c-1f2b-11e9-a2d0-b3645e528b7a	26
130.3	125.9			128	128	128	2020-08-28	17:15	EUR			OESX 202112 C 3600	OESX 202112 C 3600 | 17 DEC 21 | C | E | 3600.0000000000	XEUR	128.10000000000002				2020-08-28		Call	Equities	Options		3218.577745931895	0		f449b874-1f30-11e9-a2d0-b3645e528b7a	123.96578859424937
5.355	5.3500000000000005			5.4	5.4	5.4	2020-08-28	17:15	EUR			IG	IG	MTAA	5.352500000000001				2020-08-28		Common/Ordinary shares	Equities	Equities			0		ef9f32dc-1f2a-11e9-a2d0-b3645e528b7a	5.352500000000001
139.7	139.66			140.12	140.12	140.12	2020-08-28	17:15	EUR			VOLKSWAGEN PREF	VOLKSWAGEN PREF	XETR	139.68				2020-08-28		Common/Ordinary shares	Equities	Equities			0		efa15aa8-1f2a-11e9-a2d0-b3645e528b7a	139.68
36.64	36.62			36.21	36.21	36.21	2020-08-28	17:15	EUR			AGEAS	AGEAS	XBRU	36.629999999999995				2020-08-28		Common/Ordinary shares	Equities	Equities			0		ef9dd8ce-1f2a-11e9-a2d0-b3645e528b7a	36.629999999999995
2.525	2.438			2.395	2.395	2.395	2020-08-28	17:15	EUR			ENI1R10	ENI1R10 | 18 JUN 21 | P | A | 10.0000000000	XDMI	2.4815				2020-08-28		Put	Equities	Options		7.6225329954981635	0		4dbee312-1f30-11e9-a2d0-b3645e528b7a	2.4948013513125513
1.0235	0.9800000000000001			0.913	0.913	0.913	2020-08-28	17:15	EUR			ENI0X8.60	ENI0X8.60 | 18 DEC 20 | P | A | 8.6000000000	XDMI	1.0017500000000001				2020-08-28		Put	Equities	Options		7.845302923692798	0		f4eeee74-4654-11ea-8e40-bbe3d66bc088	0.9759976900732007
22.97	22.83			23.2	23.2	23.2	2020-08-28	17:15	EUR			DFV	DFV	XETR	22.9				2020-08-28		Common/Ordinary shares	Equities	Equities			0		e3647936-1f2b-11e9-a2d0-b3645e528b7a	22.9
46.059999999999995	45.89			46.510000000000005	46.510000000000005	46.510000000000005	2020-08-28	17:15	USD			ALLIANCE DATA	ALLIANCE DATA	XNYS	45.974999999999994				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5aea2e36-1f2e-11e9-a2d0-b3645e528b7a	45.974999999999994
127.26	127.22			127.63	127.63	127.63	2020-08-28	17:15	USD			CHECK PT SFTWRE	CHECK PT SFTWRE	XNAS	127.24000000000001				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a6ee1e0-1f2e-11e9-a2d0-b3645e528b7a	127.24000000000001
3.1	3.09			3.11	3.11	3.11	2020-08-28	17:15	USD			UNITY BIOTECHNO	UNITY BIOTECHNO	XNAS	3.0949999999999998				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5b1a86f8-1f2e-11e9-a2d0-b3645e528b7a	3.0949999999999998
920	860.2			860.8000000000001	860.8000000000001	860.8000000000001	2020-08-28	17:15	EUR			EP3 SD3E NOV21 UBI	EP3 SD3E NOV21 UBI	SEDX	890.1				2020-08-28		Combined Instruments	Equities	Miscellaneous			0		efabb1fc-1f2e-11e9-a2d0-b3645e528b7a	869.6333091878265
25.26	25.25			25.6	25.6	25.6	2020-08-28	17:15	EUR			STM	STM	MTAA	25.255000000000003				2020-08-28		Common/Ordinary shares	Equities	Equities			0		ef9fb0b8-1f2a-11e9-a2d0-b3645e528b7a	25.255000000000003
				1.01	1.01	1.01	2020-08-28	17:15	EUR			OEXD 202012 C 124	OEXD 202012 C 124 | 18 DEC 20 | C | E | 124.0000000000	XEUR	0.01				2020-08-28		Call	Equities	Options		83.05	0		fb1b1b02-1f30-11e9-a2d0-b3645e528b7a	0.4917882624488259
2.23	2.03			3.23	3.23	3.23	2020-08-28	17:15	EUR			SNW 202106 C 96	SNW 202106 C 96 | 18 JUN 21 | C | A | 96.0000000000	XEUR	2.13				2020-08-28		Call	Equities	Options		82.08105829365554	0		fc5fc738-1f30-11e9-a2d0-b3645e528b7a	2.1631432094280143
513.47	513.35			505.13000000000005	505.13000000000005	505.13000000000005	2020-08-28	17:15	USD			NVIDIA USD	NVIDIA USD	XNAS	513.4100000000001				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5b225612-1f2e-11e9-a2d0-b3645e528b7a	513.4100000000001
0.111	0.1085			0.115	0.115	0.115	2020-08-28	17:15	EUR			I06477	I06477	SEDX	0.10975				2020-08-28		Warrants Call	Equities	Rights		7.431690708770331	0		b3d4d75a-90e6-11ea-b430-b3e2b66d25c3	0.10532484877407927
0.005	0.0035			0.004	0.004	0.004	2020-08-28	17:15	EUR			I06137	I06137	SEDX	0.00425				2020-08-28		Warrants Call	Equities	Rights		7.495379864856119	0		d3eb820a-5211-11ea-8640-38c7f938b954	0.001977123695046995
40.14	40.05			39.730000000000004	39.730000000000004	39.730000000000004	2020-08-28	17:15	USD			Cloudflare	Cloudflare	XNYS	40.095				2020-08-28		Common/Ordinary shares	Equities	Equities			0		746e1eb6-a990-11ea-252a-4520942be29c	40.095
146.78	146.64			149.02	149.02	149.02	2020-08-28	17:15	EUR			BOEING EUR	BOEING EUR	XETR	146.70999999999998				2020-08-28		Common/Ordinary shares	Equities	Equities			0		e359a01a-1f2b-11e9-a2d0-b3645e528b7a	146.70377549999998
51.23	51.18			50.42	50.42	50.42	2020-08-28	17:15	USD			Yeti Holdings	Yeti Holdings	XNYS	51.205				2020-08-28		Common/Ordinary shares	Equities	Equities			0		cf7f977c-1766-11ea-cffa-0caee66f13b9	51.205
51.5	51.339999999999996			51.11	51.11	51.11	2020-08-28	17:15	USD			Comfort Systems USA	Comfort Systems USA	XNYS	51.42				2020-08-28		Common/Ordinary shares	Equities	Equities			0		3525f4e8-8acd-11ea-cfe1-fc522f95fe9e	51.42
228.96	228.93			226.58	226.58	226.58	2020-08-28	17:15	USD			MICROSOFT USD	MICROSOFT USD	XNAS	228.945				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a59e6b4-1f2e-11e9-a2d0-b3645e528b7a	228.945
40.46	40.449999999999996			40.78	40.78	40.78	2020-08-28	17:15	USD			BOSTON SCIEN CP	BOSTON SCIEN CP	XNYS	40.455				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5b1c36a6-1f2e-11e9-a2d0-b3645e528b7a	40.455
12.16	12.149999999999999			12.07	12.07	12.07	2020-08-28	17:15	USD			NATIONAL OILWELL VARCO INC	NATIONAL OILWELL VARCO INC	XNYS	12.155				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a759d64-1f2e-11e9-a2d0-b3645e528b7a	12.155
17.57	17.52			17.240000000000002	17.240000000000002	17.240000000000002	2020-08-28	17:15	USD			Ternium SA	Ternium SA	XNYS	17.545				2020-08-28		Common/Ordinary shares	Equities	Equities			0		c494158e-70c5-11e9-af90-75f0e38bb8a4	17.545
69.83	69.8			66.60000000000001	66.60000000000001	66.60000000000001	2020-08-28	17:15	USD			ROYAL CARIBBEAN	ROYAL CARIBBEAN	XNAS	69.815				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5af18c58-1f2e-11e9-a2d0-b3645e528b7a	69.815
0.0016	0.0001			0.0009	0.0009	0.0009	2020-08-28	17:15	EUR			I05700	I05700	SEDX	0.0008500000000000001				2020-08-28		Warrants Call	Equities	Rights		2.3677895146024324	0		a37e59d4-d5e9-11e9-ba50-35a1ce420b26	0
0.0015	0.00030000000000000003			0.0009	0.0009	0.0009	2020-08-28	17:15	EUR			I06092	I06092	SEDX	0.0009				2020-08-28		Warrants Call	Equities	Rights		33.27954160462646	0		d3e7471c-5211-11ea-8640-38c7f938b954	0
1.12	1.09			0.82	0.82	0.82	2020-08-28	17:15	EUR			DBK 202009 C 7.2	DBK 202009 C 7.2 | 18 SEP 20 | C | A | 7.2000000000	XEUR	1.105				2020-08-28		Call	Equities	Options		8.24311516619087	0		b4d5294e-ddc1-11e9-9eb0-e7766f5ef7bc	1.0942295130966442
13.41	13.39			13.25	13.25	13.25	2020-08-28	17:15	USD			ATARA BIOTHERAP	ATARA BIOTHERAP	XNAS	13.4				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a91bbd4-1f2e-11e9-a2d0-b3645e528b7a	13.4
52.64	52.55			52.45	52.45	52.45	2020-08-28	17:15	USD			Smartsheet Inc	Smartsheet Inc	XNYS	52.595				2020-08-28		Common/Ordinary shares	Equities	Equities			0		3669d5c7-391a-11ea-ef16-2cd8bc5167ac	52.595
9.11	9.1			9.110000000000001	9.110000000000001	9.110000000000001	2020-08-28	17:15	USD			NY COMM BANCORP	NY COMM BANCORP	XNYS	9.105				2020-08-28		Common/Ordinary shares	Equities	Equities			0		250d3f42-514c-11e9-b8d0-ec23cf8de3db	9.105
0.068	0.062			0.07200000000000001	0.07200000000000001	0.07200000000000001	2020-08-28	17:15	EUR			I06470	I06470	SEDX	0.065				2020-08-28		Warrants Call	Equities	Rights		7.444338233198948	0		b3edfe60-90e6-11ea-b430-b3e2b66d25c3	0.06560697078397384
1410	1360			1380	1380	1380	2020-08-28	17:15	EUR			MIBO1F20000	MIBO1F20000 | 18 JUN 21 | C | E | 20000.0000000000	XDMI	1385				2020-08-28		Call	Equities	Options		19417.772214267647	0		4d0481fc-1f30-11e9-a2d0-b3645e528b7a	1386.569269763787
0.007	0.006			0.006500000000000001	0.006500000000000001	0.006500000000000001	2020-08-28	17:15	EUR			I06407	I06407	SEDX	0.006500000000000001				2020-08-28		Warrants Call	Equities	Rights		1.438622113232369	0		b3a090e4-90e6-11ea-b430-b3e2b66d25c3	0.0057336314787463155
0.0685	0.057			0.05	0.05	0.05	2020-08-28	17:15	EUR			ENEL1R4.40	ENEL1R4.40 | 18 JUN 21 | P | A | 4.4000000000	XDMI	0.06275				2020-08-28		Put	Equities	Options		7.484902194538376	0		4cb7e572-1f30-11e9-a2d0-b3645e528b7a	0.06312023356085007
94.7	94.6			92.9	92.9	92.9	2020-08-28	17:15	EUR			FSTB 202009	FSTB 202009 | SEP 20	XEUR	94.65				2020-08-28		Financial Futures	Equities	Futures		94.62836270223964	0		4999dff8-254c-11ea-af50-2dba816f6810	94.62836270223964
1.3215000000000001	1.2335			1.2465000000000002	1.2465000000000002	1.2465000000000002	2020-08-28	17:15	EUR			ENI1X8	ENI1X8 | 17 DEC 21 | P | A | 8.0000000000	XDMI	1.2775				2020-08-28		Put	Equities	Options		7.495978992226891	0		4c1273c6-1f30-11e9-a2d0-b3645e528b7a	1.297936694099918
37.54	37.53			37.86	37.86	37.86	2020-08-28	17:15	USD			PFIZER INC USD	PFIZER INC USD	XNYS	37.535				2020-08-28		Common/Ordinary shares	Equities	Equities			0		250ed6f4-514c-11e9-b8d0-ec23cf8de3db	37.535
238.99	238.72			223.95	223.95	223.95	2020-08-28	17:15	USD			ULTA BEAUTY ORD	ULTA BEAUTY ORD	XNAS	238.85500000000002				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a68c8aa-1f2e-11e9-a2d0-b3645e528b7a	238.85500000000002
9.23	9.209999999999999			8.58	8.58	8.58	2020-08-28	17:15	USD			PBF Energy Inc	PBF Energy Inc	XNYS	9.219999999999999				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5ac8f1c6-1f2e-11e9-a2d0-b3645e528b7a	9.219999999999999
0.523	0.373			0.41850000000000004	0.41850000000000004	0.41850000000000004	2020-08-28	17:15	EUR			PIRC0X3.90	PIRC0X3.90 | 18 DEC 20 | P | A | 3.9000000000	XDMI	0.448				2020-08-28		Put	Equities	Options		3.644242031904	0		ff85e1ac-2553-11ea-af50-2dba816f6810	0.46836333112349504
				263	263	263	2020-08-28	17:15	EUR			OESX 202712 C 3400	OESX 202712 C 3400 | 17 DEC 27 | C | E | 3400.0000000000	XEUR	374.9				2020-08-28		Call	Equities	Options		2829.906445695399	0		fb09d70c-1f30-11e9-a2d0-b3645e528b7a	365.90657473882186
449.8	443.2			400	400	400	2020-08-28	17:15	EUR			OESX 202112 C 3000	OESX 202112 C 3000 | 17 DEC 21 | C | E | 3000.0000000000	XEUR	446.5				2020-08-28		Call	Equities	Options		3218.577745931895	0		f383704c-1f30-11e9-a2d0-b3645e528b7a	441.52560553166995
245.8	245.7			241.3	241.3	241.3	2020-08-28	17:15	EUR			MUNICH	MUNICH	XETR	245.75				2020-08-28		Common/Ordinary shares	Equities	Equities			0		efa3c4e6-1f2a-11e9-a2d0-b3645e528b7a	245.75
0.8415	0.756			0.8455	0.8455	0.8455	2020-08-28	17:15	EUR			BMPS0X2.20	BMPS0X2.20 | 18 DEC 20 | P | A | 2.2000000000	XDMI	0.7987500000000001				2020-08-28		Put	Equities	Options		1.4229337518826288	0		4c9f6632-1f30-11e9-a2d0-b3645e528b7a	0.7859067666376001
0.544	0.502			0.5865	0.5865	0.5865	2020-08-28	17:15	EUR			ENEL1L8	ENEL1L8 | 17 DEC 21 | C | A | 8.0000000000	XDMI	0.523				2020-08-28		Call	Equities	Options		7.322850686540448	0		4d111908-1f30-11e9-a2d0-b3645e528b7a	0.513360923489184
0.003	0.001			0.0021	0.0021	0.0021	2020-08-28	17:15	EUR			I06117	I06117	SEDX	0.002				2020-08-28		Warrants Call	Equities	Rights		7.431690708770331	0		d3de4978-5211-11ea-8640-38c7f938b954	0.00039338428561547304
32.059999999999995	32.019999999999996			31.8	31.8	31.8	2020-08-28	17:15	USD			SOC QUIMICA B	SOC QUIMICA B	XNYS	32.03999999999999				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5acd1e18-1f2e-11e9-a2d0-b3645e528b7a	32.03999999999999
1.51	1.5			1.45	1.45	1.45	2020-08-28	17:15	USD			HERTZ GLOBAL HLD	HERTZ GLOBAL HLD	XNYS	1.505				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5aaaf540-1f2e-11e9-a2d0-b3645e528b7a	1.505
16.919999999999998	16.91			16.12	16.12	16.12	2020-08-28	17:15	USD			CARNIVAL CORP	CARNIVAL CORP	XNYS	16.915				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a53b334-1f2e-11e9-a2d0-b3645e528b7a	16.915
0.002	0.0018			0.002	0.002	0.002	2020-08-28	17:15	EUR			I05854	I05854	SEDX	0.0019				2020-08-28		Warrants Call	Equities	Rights		19677.09758686098	0		405e9aca-1659-11ea-b3f0-689a4e2fd020	0.00035607680491488766
7.54	7.529999999999999			7.53	7.53	7.53	2020-08-28	17:15	USD			HUDSON LTD A	HUDSON LTD A	XNYS	7.535				2020-08-28		Common/Ordinary shares	Equities	Equities			0		2517e910-514c-11e9-b8d0-ec23cf8de3db	7.535
14.98	14.975			15.14	15.14	15.14	2020-08-28	17:15	EUR			DEUTSCHE TELEKOM	DEUTSCHE TELEKOM	XETR	14.9775				2020-08-28		Common/Ordinary shares	Equities	Equities			0		ef9f4c36-1f2a-11e9-a2d0-b3645e528b7a	14.9775
0.0018	0.0001			0.001	0.001	0.001	2020-08-28	17:15	EUR			I06495	I06495	SEDX	0.00095				2020-08-28		Warrants Call	Equities	Rights		1.807512955125034	0		b3b64466-90e6-11ea-b430-b3e2b66d25c3	0.00010284869357927336
194.06	193.01999999999998			194.55	194.55	194.55	2020-08-28	17:15	USD			Quaker Chemical Corp	Quaker Chemical Corp	XNYS	193.54				2020-08-28		Common/Ordinary shares	Equities	Equities			0		fab55a88-9521-11ea-05ef-46f6b1d787ac	193.54
1035	1027.45			1035.5	1035.5	1035.5	2020-08-28	17:15	EUR			I05387	I05387	SEDX	1031.225				2020-08-28		Combined Instruments	Equities	Miscellaneous			0		af9dc2b4-ba9f-11e9-a020-091cb4b8f405	1031.5691751225816
0.21250000000000002	0.157			0.18050000000000002	0.18050000000000002	0.18050000000000002	2020-08-28	17:15	EUR			ENI2L11	ENI2L11 | 16 DEC 22 | C | A | 11.0000000000	XDMI	0.18475000000000003				2020-08-28		Call	Equities	Options		7.1213885005746755	0		9926d728-494d-11e9-9970-3027219c6795	0.1785709783965016
33.3	32.4			30.9	30.9	30.9	2020-08-28	17:15	EUR			OESX 202012 C 3650	OESX 202012 C 3650 | 18 DEC 20 | C | E | 3650.0000000000	XEUR	32.849999999999994				2020-08-28		Call	Equities	Options		3303.7599849301655	0		f381aeba-1f30-11e9-a2d0-b3645e528b7a	29.332265751995806
				275	275	275	2020-08-28	17:15	EUR			OESX 202512 C 3500	OESX 202512 C 3500 | 19 DEC 25 | C | E | 3500.0000000000	XEUR	299				2020-08-28		Call	Equities	Options		2926.2156674640587	0		f95336ce-1f30-11e9-a2d0-b3645e528b7a	287.45692875879445
5.064500000000001	4.7215			4.9270000000000005	4.9270000000000005	4.9270000000000005	2020-08-28	17:15	EUR			G0X18	G0X18 | 18 DEC 20 | P | A | 18.0000000000	XDMI	4.893000000000001				2020-08-28		Put	Equities	Options		13.06008777697816	0		4e031e42-1f30-11e9-a2d0-b3645e528b7a	4.9505849539467075
9.709999999999999	9.7			9.57	9.57	9.57	2020-08-28	17:15	USD			PARK HOTELS RES	PARK HOTELS RES	XNYS	9.704999999999998				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a392078-1f2e-11e9-a2d0-b3645e528b7a	9.704999999999998
				0.65	0.65	0.65	2020-08-28	17:15	EUR			OEXD 202012 C 110	OEXD 202012 C 110 | 18 DEC 20 | C | E | 110.0000000000	XEUR	0.01				2020-08-28		Call	Equities	Options		83.05	0		f37eb782-1f30-11e9-a2d0-b3645e528b7a	0.8826536774315045
1.57	1.4575			1.461	1.461	1.461	2020-08-28	17:15	EUR			G1O14	G1O14 | 19 MAR 21 | P | A | 14.0000000000	XDMI	1.51375				2020-08-28		Put	Equities	Options		13.049402887835084	0		ef854ef6-6cd3-11ea-a480-53318575c5c6	1.4604725419684723
120.87	120.68			122.36999999999999	122.36999999999999	122.36999999999999	2020-08-28	17:15	USD			ETSY INC	ETSY INC	XNAS	120.775				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5aa674a2-1f2e-11e9-a2d0-b3645e528b7a	120.775
0.015000000000000001				0.0006000000000000001	0.0006000000000000001	0.0006000000000000001	2020-08-28	17:15	EUR			G0I21	G0I21 | 18 SEP 20 | C | A | 21.0000000000	XDMI	0.008100000000000001				2020-08-28		Call	Equities	Options		13.234473864457446	0		87d195ba-ddc9-11e9-9eb0-e7766f5ef7bc	0.0024061165161408642
				44	44	44	2020-08-28	17:15	EUR			OESX 202212 P 1500	OESX 202212 P 1500 | 16 DEC 22 | P | E | 1500.0000000000	XEUR	45.7				2020-08-28		Put	Equities	Options		3132.787192892017	0		f448b492-1f30-11e9-a2d0-b3645e528b7a	47.67476925860049
54	38			41	41	41	2020-08-28	17:15	EUR			MIBO0L24000	MIBO0L24000 | 18 DEC 20 | C | E | 24000.0000000000	XDMI	46				2020-08-28		Call	Equities	Options		19750.698761067702	0		4c082cb8-1f30-11e9-a2d0-b3645e528b7a	33.72694191971175
0.0035	0.0028			0.0024000000000000002	0.0024000000000000002	0.0024000000000000002	2020-08-28	17:15	EUR			I06216	I06216	SEDX	0.00315				2020-08-28		Warrants Call	Equities	Rights		8.439386043962225	0		d399a21e-5211-11ea-8640-38c7f938b954	0.0019006734510344904
0.0415	0.035500000000000004			0.030000000000000002	0.030000000000000002	0.030000000000000002	2020-08-28	17:15	EUR			TIT0K0.39	TIT0K0.39 | 20 NOV 20 | C | A | .3900000000	XDMI	0.038500000000000006				2020-08-28		Call	Equities	Options		0.4014928107978722	0		5530da10-e5cc-11ea-bc90-d15aa210e889	0.0362174551687878
1072.65	1062.65			1070.25	1070.25	1070.25	2020-08-28	17:15	EUR			EPC CAC40 OCT23 IPB	EPC CAC40 OCT23 IPB	SEDX	1067.65				2020-08-28		Combined Instruments	Equities	Miscellaneous			0		ef26fb92-1f2e-11e9-a2d0-b3645e528b7a	1065.2560904534296
0.2225	0.221			0.2185	0.2185	0.2185	2020-08-28	17:15	EUR			I06082	I06082	SEDX	0.22175				2020-08-28		Warrants Put	Equities	Rights		19749.400920989698	0		d3d5eec2-5211-11ea-8640-38c7f938b954	0.2141378340479525
0.3719	0.28			0.3	0.3	0.3	2020-08-28	17:15	EUR			WGCL	WGCL	MTAA	0.32595				2020-08-28		Warrants	Equities	Rights		5.97121878324117	0		ef9dcb18-1f2a-11e9-a2d0-b3645e528b7a	0.11465641731328191
28.04	28.029999999999998			28.1	28.1	28.1	2020-08-28	17:15	USD			FIRSTENERGY	FIRSTENERGY	XNYS	28.034999999999997				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5ad2e17c-1f2e-11e9-a2d0-b3645e528b7a	28.034999999999997
65.7	61.2			68.8	68.8	68.8	2020-08-28	17:15	EUR			OESX 202112 P 2100	OESX 202112 P 2100 | 17 DEC 21 | P | E | 2100.0000000000	XEUR	63.45				2020-08-28		Put	Equities	Options		3218.577745931895	0		f3830fb2-1f30-11e9-a2d0-b3645e528b7a	58.53522638681926
45.449999999999996	45.43			45.46	45.46	45.46	2020-08-28	17:15	USD			DOW	DOW	XNYS	45.44				2020-08-28		Common/Ordinary shares	Equities	Equities			0		b1f81aa0-929f-11e9-b650-250734acbd40	45.44
35.449999999999996	35.37			35.510000000000005	35.510000000000005	35.510000000000005	2020-08-28	17:15	USD			ACUSHNET HOLDINGS CORP	ACUSHNET HOLDINGS CORP	XNYS	35.41				2020-08-28		Common/Ordinary shares	Equities	Equities			0		2583a8d0-514c-11e9-b8d0-ec23cf8de3db	35.41
179.70000000000002	179.6			180.55	180.55	180.55	2020-08-28	17:15	GBP			ROYAL MAIL	ROYAL MAIL	XLON	179.65				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a81a44c-1f2e-11e9-a2d0-b3645e528b7a	179.65
0.07150000000000001	0.0695			0.0575	0.0575	0.0575	2020-08-28	17:15	EUR			I06522	I06522	SEDX	0.07050000000000001				2020-08-28		Warrants Call	Equities	Rights		8.439386043962225	0		b3d6c092-90e6-11ea-b430-b3e2b66d25c3	0.06703963019189652
11.950000000000001	11.94			11.6	11.6	11.6	2020-08-28	17:15	USD			JETBLUE AIRWAYS	JETBLUE AIRWAYS	XNAS	11.945				2020-08-28		Common/Ordinary shares	Equities	Equities			0		5a753a22-1f2e-11e9-a2d0-b3645e528b7a	11.945
247.85	243.9			248.4	248.4	248.4	2020-08-28	17:15	EUR			QFATL	QFATL	MIVX	245.875				2020-08-28		Units	Equities	Equities			0		ef9e5560-1f2a-11e9-a2d0-b3645e528b7a	245.875
1.1935	1.0665			1.5450000000000002	1.5450000000000002	1.5450000000000002	2020-08-28	17:15	EUR			STM0K28	STM0K28 | 20 NOV 20 | C | A | 28.0000000000	XDMI	1.13				2020-08-28		Call	Equities	Options		25.200807706761818	0		547fe1f6-e5cc-11ea-bc90-d15aa210e889	1.0813653551712359
1.5587	1.5582			1.5513000000000001	1.5513000000000001	1.5513000000000001	2020-08-28	17:15	CAD			EUR/CAD	EUR/CAD	XXXX	1.5584500000000001				2020-08-28		Currencies	Currencies	Referential Instruments			0		7d4096d2-5151-11e9-b8d0-ec23cf8de3db	
34.26	34.25			33.93	33.93	33.93	2020-08-28	17:15	EUR			BOUYGUES	BOUYGUES	XPAR	34.254999999999995				2020-08-28		Common/Ordinary shares	Equities	Equities			0		6e499a3c-1f2b-11e9-a2d0-b3645e528b7a	34.254999999999995
48.81	48.76			46.35	46.35	46.35	2020-08-28	17:15	USD			Redfin	Redfin	XNAS	48.785				2020-08-28		Common/Ordinary shares	Equities	Equities			0		f5dd7291-1b6c-11ea-2954-839c95c768b4	48.785
